,PageRank,HubScore,AuthorityScore
0,0.003777966644430715,0.003670188501650412,0.00322159975249819
1,0.002278386254962955,0.0021189145140807736,0.002748794121251776
2,0.003333941908216206,0.003323936136467608,0.002844721396158583
3,0.0029967472936090972,0.003606448763564035,0.0023726318523410966
4,0.002948977135448004,0.0019593834260903087,0.0025307784430990497
5,0.0046447107255286986,0.001846227372492418,0.00546850289997318
6,0.003293713812159819,0.0012638375183973989,0.0024903228408643826
7,0.003346291013145836,0.002246685990620345,0.003737200408383745
8,0.0037564938859815347,0.0017598673736785996,0.0045188201768483925
9,0.00285259880327328,0.0032624795621820856,0.0022618247231331527
10,0.0041011754894895195,0.0058131230691649445,0.004896288899074397
11,0.005198818558968427,0.004057302461208098,0.0038333260331857204
12,0.004160293989294332,0.0021988701203214524,0.0035133716956960485
13,0.002964795386395451,0.0036490053295575725,0.0034255606176508335
14,0.00296707678908593,0.0014287002860015072,0.003086488159111194
15,0.003986921011663987,0.005489387292991581,0.004694367624145862
16,0.003006442936338221,0.003167047095623363,0.0023973760982103002
17,0.003975565847460201,0.0038046958616489955,0.004338730849427514
18,0.0026106559578052044,0.004084997432270674,0.0029356027276438994
19,0.002672796847817667,0.005042610145508781,0.003403173207333566
20,0.0050693504305924265,0.005585109668258148,0.005643139405532222
21,0.0037542322954167867,0.006666940952786125,0.0038101112091485576
22,0.00503443870538004,0.0037115258415612523,0.004243127301957531
23,0.0023912755345966773,0.0037831790979432527,0.0025937364387476508
24,0.0036468868423558004,0.0030731839029391277,0.003983141384631381
25,0.001762652213859007,0.00513444404728261,0.0012505236362590324
26,0.004335642116566726,0.00261456587782838,0.004886425684747326
27,0.0037081200568619267,0.005897927383585675,0.0028610937974638097
28,0.002175892533254597,0.0030158271135404253,0.0010474685471852496
29,0.004672213894694915,0.002132784226290873,0.005574787307586406
30,0.002002641124123684,0.0017143270138251646,0.0013398395709116957
31,0.005723689205422406,0.006031916859776003,0.003549230453358002
32,0.00351067430880137,0.0033201061465325584,0.0025475966006345864
33,0.0029783600702053266,0.004147724614493168,0.0034042189666599943
34,0.0036230910737071118,0.0030920704974367417,0.004443223879632103
35,0.0023760489861037954,0.004227515117099002,0.0023265486245639118
36,0.0041753586959788,0.002744585658835886,0.003332740713719971
37,0.003190536019281898,0.0033441733954059057,0.003458182171831288
38,0.003491457327068719,0.003994542247501649,0.003979140234790381
39,0.0034819750182902807,0.003828492080160605,0.0030759403554735582
40,0.0030795915584687274,0.004664400910727082,0.002355944281685663
41,0.0031742905794087234,0.0020305269667803736,0.003285777109980185
42,0.002880870765236048,0.003092256331172027,0.002691707211457758
43,0.0022657486105073688,0.004232157450457379,0.001072882096960324
44,0.001963461456249612,0.004443136094124986,0.001653234176084646
45,0.005615393972955714,0.006600779583584593,0.0051434127506912045
46,0.004640245195790762,0.0030927317207998847,0.00473718132965913
47,0.0023716691150391495,0.006284801750610743,0.002051732465411307
48,0.0022692308896111245,0.002933429698208793,0.0010182371221321045
49,0.0038656722146963207,0.004294619387224654,0.0049471790395985435
50,0.003377824257959775,0.0027908794709626938,0.0035780928084626633
51,0.0024739297788877283,0.0048045337025382565,0.0021383123582494074
52,0.0024073466201097907,0.004356260087714614,0.0020985659917517854
53,0.0030120057031307237,0.00319099178297053,0.0030506167540077906
54,0.0028147508686518913,0.0029434566201554145,0.004003764638331519
55,0.003103473142467514,0.001700036231894807,0.0015391730667524135
56,0.00146232715154818,0.004019960827615261,0.0014387342439537553
57,0.004273296958481094,0.0036562300457522712,0.005234756850894015
58,0.0036353215623434,0.0027555147995670178,0.00373839406566615
59,0.003112169634899242,0.006227478397537526,0.0021495753288221036
60,0.002500629782361376,0.0036191480009716043,0.0026226960662102416
61,0.0025816410227874295,0.005677946583938049,0.0022433544065933475
62,0.004537997402693858,0.002119955643747247,0.004707931826936406
63,0.004710260110991079,0.001939199125725601,0.005416407334536692
64,0.004049195948251351,0.0026850598194274006,0.004316329795435601
65,0.007000876978340256,0.0034823715986952164,0.006732434019582213
66,0.003480066956717114,0.004274835786506896,0.002548625982964342
67,0.0048272303840691455,0.0012397179000875017,0.005151281517788712
68,0.003273364095987886,0.003353581243659229,0.0035391545428155647
69,0.0032786670758085967,0.00477953956517902,0.0029471874924088294
70,0.00303658825218143,0.0036047930739707646,0.0022342911865812385
71,0.003497286123113355,0.003540577151752009,0.004084945611943801
72,0.003074398104358382,0.0027055769853880697,0.00259113393183108
73,0.005016176102452637,0.004857046410446682,0.007802691184008794
74,0.00417644157177909,0.0036158075760981657,0.003816065723356555
75,0.004552034683609248,0.0026730036661502658,0.003914466250963833
76,0.003376015371318972,0.0027770135119489178,0.0032586029014365627
77,0.004102732897783281,0.005174989381188793,0.0034921459026616922
78,0.0021175177580047863,0.005759841531383178,0.0027696864922926202
79,0.004421984885397587,0.0009153618058002425,0.00319423489487051
80,0.0020585202797040237,0.004844259055088364,0.0021230061005097617
81,0.002734366802760201,0.0037922720487676745,0.002831849120371759
82,0.0034842050371167656,0.0050413057036857115,0.004183942363968665
83,0.004449872725812651,0.0048135779672119185,0.004332316234333978
84,0.004235171449737628,0.003350384304320483,0.004635411851712577
85,0.003548966789371061,0.003273495361399114,0.002731122742971659
86,0.0033732996060994265,0.003608934489270797,0.004167104960718818
87,0.004734685332384601,0.003343550242295839,0.005533855722740852
88,0.003934354017508452,0.003264569604020496,0.004798021088165556
89,0.0036947855275460215,0.003430172121269759,0.00324583688072239
90,0.0036278808916866863,0.002241655904966305,0.004681019403740158
91,0.003762369856692305,0.0018021192077968924,0.00312859377834832
92,0.004151040463650034,0.004304691768518032,0.004904112833018585
93,0.004122073949753867,0.005351066331124363,0.005247335839270478
94,0.0033268557493141334,0.004295815444189368,0.0035338395827898355
95,0.0024605805861764346,0.005826776944027612,0.0016987591391922504
96,0.002618177098448013,0.0047913632936689675,0.0020791723778985135
97,0.002953919648245337,0.006213718439651304,0.0029016019747475576
98,0.004054879376332223,0.0021358689767438576,0.0051803960367233235
99,0.0027187519256576752,0.0033527896798260758,0.0021131616106369547
100,0.0035559095988852395,0.0025370036702785956,0.0057282111345812224
101,0.0020523706602545502,0.00422896605041759,0.0020659210980689593
102,0.004116764644194993,0.004219280271001081,0.004855734495220061
103,0.003287272052452492,0.0031682614249413125,0.0031993274850705884
104,0.0047203424243854476,0.005416022511484505,0.006569933970366048
105,0.003340771267117682,0.003666947857115775,0.003931497057045974
106,0.004099459092616311,0.005659387303121417,0.005496796326595068
107,0.004468382376860431,0.004501869505585153,0.0040790954987282475
108,0.0022199731600575727,0.007524441702122531,0.002361633126313649
109,0.004607459916334726,0.004619930666737802,0.005570489808676268
110,0.002990988954347389,0.00461010087941798,0.003591519978914024
111,0.004044994272320024,0.0017116693672847348,0.004062345965543267
112,0.0028877855049413573,0.0032094102887943,0.0029165445672523047
113,0.003111151286361159,0.002472107050750034,0.0036047964088421094
114,0.0066753968994021666,0.002579824230144003,0.004648578449616401
115,0.003384899481173283,0.002911305575186907,0.002127808956710944
116,0.002712601317387783,0.0030721184194174734,0.0027252240475208857
117,0.004601493225233045,0.005084826340327603,0.0043761832852423615
118,0.00224463021034745,0.0028216722930141875,0.0010780451742449584
119,0.003972531135425777,0.002775534585034277,0.004527180639788226
120,0.0013801633445529918,0.001494278491210995,0.0016354068607872777
121,0.0033213157577310737,0.002721907362813625,0.0030382488312900974
122,0.0052274019662992156,0.0044920829301352575,0.005997818408809934
123,0.003592375633206703,0.006286754255333212,0.0029697509623141842
124,0.003630864068686878,0.0010350663381162705,0.003317955241586863
125,0.004245706940778444,0.00404362530641259,0.0053078637431560995
126,0.002211763806294683,0.004767948815579771,0.002825253484565198
127,0.004613582780224025,0.0014071711747316944,0.004410457864775384
128,0.0032189308685550925,0.003439913135045934,0.0032325430179609396
129,0.0032621753453167144,0.004154508763493308,0.004259487205619652
130,0.0046903214627725546,0.0012397700739686024,0.004472371009582949
131,0.0037605161466839096,0.005642275985707283,0.0036908724801167233
132,0.0034322709777987216,0.003086903596399057,0.002930093053385592
133,0.003984398266990192,0.0030735363059487875,0.004110409269628209
134,0.002409532511281256,0.004858717542060026,0.0018413138033925105
135,0.0032019770955270463,0.0024480357165891395,0.0038965605864294925
136,0.0035810895936577696,0.004338253222895047,0.0023251889713470455
137,0.004048140854370828,0.00445111838597222,0.0036084042692577107
138,0.0027649280407836233,0.003391650620261035,0.002568623029538346
139,0.0035083970989096195,0.0025743437782419073,0.004234584064725617
140,0.002628627557876618,0.005221484345025281,0.0019735234515037884
141,0.003125297687748211,0.0035926978093845994,0.003587230529868391
142,0.0035204826716276217,0.004103064631553119,0.003110096770775922
143,0.005328489443108108,0.0051565537313911156,0.007126943141565368
144,0.0034403523636506173,0.0033715482963145482,0.005009769783824202
145,0.0036447025253087727,0.0033322241271512973,0.0028027835256732065
146,0.004404132463310463,0.00427252022792837,0.004155838215915379
147,0.002951460846413488,0.0048620955544890244,0.0027243585644197437
148,0.003644499117607112,0.0024067770813269466,0.00385196817083364
149,0.0028032954466411762,0.0029603578343203457,0.003446224478702286
150,0.0020612439943238415,0.003095247165144343,0.0021079296034590155
151,0.004957199358176741,0.0028630637197678754,0.00622750842145223
152,0.0030484875190356607,0.0009277884816836085,0.0033935646689330417
153,0.0016193465015378811,0.0033346650088994867,0.0009674967525837181
154,0.002566301341434383,0.004125868484479901,0.0029086512509074753
155,0.0039036720256715035,0.003365916158088355,0.004136724687056386
156,0.003187386262737204,0.0017148760445570574,0.0015754803024949967
157,0.004525787830821056,0.00455845527825702,0.003633249629808394
158,0.002511526341518797,0.0040626695268974515,0.0025575274751958757
159,0.0045038773543981106,0.003520889228745874,0.005736714389358727
160,0.003484976265779676,0.003694308789353924,0.0023959729931238654
161,0.0038375531409187385,0.006424519013867852,0.0020989312785038637
162,0.003916489359901089,0.0021098169088306896,0.003437715602958378
163,0.005110455798272919,0.002777057264478261,0.005472136880150803
164,0.0020085086302716513,0.00422766543874728,0.0020999183456263063
165,0.003312117469669678,0.003282322992059149,0.003362930798736648
166,0.001989073863221643,0.003999780847639561,0.001953070379089547
167,0.0029175006591057586,0.002117625022647983,0.0019589119287121257
168,0.0038963792391825238,0.00455287623744016,0.00502906144624306
169,0.0050106131230568144,0.002940296506139074,0.0034341972004432765
170,0.004647486786096382,0.001974388876571125,0.005514364693275748
171,0.00308211220855222,0.003096045538617504,0.0031650627805796605
172,0.0035493152022996544,0.005029481525262236,0.004763593514785036
173,0.003434075388374049,0.004256233295614089,0.002331258006721791
174,0.004396151465836322,0.0026612819889941406,0.005061922577926216
175,0.002511197608140815,0.0028967686883315897,0.0021077011956728633
176,0.004472658259333773,0.002277601651106029,0.003560123369726137
177,0.00176989222908959,0.0043386795117003486,0.002073066908260533
178,0.003490585674068862,0.004742935069829637,0.0025523793355629234
179,0.003614217178095448,0.004618498113758867,0.0033599296350826377
180,0.0035374025930834706,0.0026935202387870067,0.0036649958294621655
181,0.0030504490638540212,0.001886214009400531,0.0024250207833053663
182,0.003063473209070369,0.004967246128382524,0.0029850201406235277
183,0.0027744393222858686,0.003221016397940544,0.002923404640126611
184,0.003278201160078605,0.003531512596224047,0.003650441513903103
185,0.0029084914790734493,0.007290278085626049,0.0036011181147540777
186,0.0037525708886978694,0.0036819902180955646,0.003715221419537062
187,0.0025331557421205612,0.002056642414108284,0.0014862229448151171
188,0.003171884151901069,0.007364523369245969,0.004336882642589706
189,0.003878310706476189,0.0023232877873206304,0.005112325201303661
190,0.004988300431818394,0.00402463764220333,0.004813597652375526
191,0.0033614997583985558,0.0035265478728902433,0.003261485170708967
192,0.003434982035734738,0.003355265300814794,0.002729610041954323
193,0.0034276583665945235,0.002281696766590732,0.0030315258848601693
194,0.003972931992450949,0.003761499809844929,0.003102049126333179
195,0.00533623208985334,0.0023424448901691636,0.006563191737699537
196,0.003897477682096793,0.002359703366933399,0.003331630542984443
197,0.004259784848583907,0.004960897702989463,0.003516713643960796
198,0.0033381175062463875,0.002677794657023297,0.0038280112056543127
199,0.004481106593691006,0.0034240447024143318,0.003426213290078794
200,0.004772912547422391,0.002765429106594386,0.005188009680131344
201,0.0035542751765015785,0.0034370544143273005,0.004345199838711631
202,0.0029303096795338926,0.0024920501281198073,0.002259566181535185
203,0.005588724720494693,0.0035889824800221484,0.00505304477151229
204,0.0026960369306763907,0.0033547614088847563,0.0021994406076290265
205,0.001983882429059556,0.0029965461955430675,0.001861180777591896
206,0.0030527966165649688,0.0034125571829031255,0.003271771129461047
207,0.0031117171327212432,0.005180564659630407,0.002101681719925811
208,0.00421919070243731,0.0036230863849930866,0.003250289066458754
209,0.004130065975472468,0.002900750383211267,0.005423521197325747
210,0.003205023071885939,0.002908008695369939,0.00412307974345964
211,0.0033405877914772343,0.003094277313559646,0.003267319740000918
212,0.003952611660242034,0.003998419966418677,0.006537225720756458
213,0.0023588876075661355,0.0011655780997555086,0.0028040108220655246
214,0.0034004870685599296,0.004832893699111942,0.001638229357724711
215,0.003271441883101417,0.0024269786124545656,0.004202214812708231
216,0.005151417132035383,0.00476113657107596,0.004186684762985397
217,0.00397063561259564,0.001584639953107656,0.007304544497551777
218,0.00468314578638457,0.0029358777776712047,0.005544600431413566
219,0.004950258605268313,0.0025734481942391164,0.00393890790200111
220,0.002797046451487087,0.003372104042930345,0.00275344463933138
221,0.004619896316017068,0.004523797599604253,0.0035597578525592786
222,0.003737604985725709,0.006030331233712017,0.0030025500489377142
223,0.005900685090838751,0.0013110339034062416,0.005043826738695898
224,0.0032388461763239395,0.0029966473315757866,0.0038585870916760193
225,0.0019572366236308633,0.0036921909434175413,0.0027845325740364726
226,0.0026325309192346416,0.0026016896505214036,0.0030134802016020586
227,0.004758320233002739,0.003635138232757758,0.006145802147602254
228,0.0028005809380788286,0.0035618471400170387,0.002655178000474398
229,0.0037746941644966133,0.0047217889154088435,0.00330186248030903
230,0.0044447058072469015,0.0037476928833381357,0.005156940055154227
231,0.003642040527103303,0.00440515190990349,0.0021880427491136273
232,0.003708564197848196,0.003175578543250687,0.0027597656924656165
233,0.0037384910278976968,0.0014174000678024374,0.002977550222672299
234,0.0038904160223321486,0.0036670460587259557,0.004190672296495879
235,0.00330435561099883,0.004144504177641665,0.0037703226791472476
236,0.00445672077814341,0.0035401537706549577,0.004651898323785169
237,0.0035911833192656772,0.0026565244925495926,0.0042046783707825625
238,0.0026460995316280257,0.002550941464107676,0.002218115434690734
239,0.004818991924884721,0.0022194434099687167,0.004596748444742541
240,0.001962461411004438,0.0038910969000812666,0.0019259649863848296
241,0.0038765777608308974,0.0029139916530924238,0.004754402733220469
242,0.003525234722620783,0.0039000574695049186,0.001880335062592559
243,0.0036728371202682437,0.005466807993910264,0.0024262367781568953
244,0.004493781747244555,0.001811293852596929,0.004365217684988282
245,0.0025046282711423053,0.004508887135495742,0.00266278851193433
246,0.002838650526290533,0.0025364467748769776,0.002805256389492413
247,0.0029984481908336075,0.002249870437093842,0.0021863213912986907
248,0.0038774258040190804,0.0032186244803387985,0.0033345376259364856
249,0.0046398934822366985,0.0028052322165026534,0.0037576057502710495
250,0.003808701707140288,0.002284586858449809,0.0034089547175625177
251,0.0031785985284081206,0.005135337026139774,0.0022477956133768067
252,0.0020536371320751118,0.002884716232719648,0.0020434924133926995
253,0.002590399353205259,0.0018222602921831297,0.0029604177877358027
254,0.002493561942475094,0.004240405297112053,0.003937913394095885
255,0.005176667065627253,0.0018969907089006982,0.00529533720264792
256,0.003660511953839735,0.004019467525931126,0.004154267874609835
257,0.0030061163830004413,0.002475045754908932,0.003334651379161846
258,0.003268395431274076,0.00502944538685505,0.003169483619826771
259,0.0046718132468497155,0.004691147949739022,0.0038477424121842007
260,0.005224970600119335,0.0022422396187480125,0.006227806126853097
261,0.001939947241948843,0.00359099863419462,0.001227718547087319
262,0.0019193454613546362,0.0014599129648302028,0.0018526803190871668
263,0.004531033295170168,0.003202650122322392,0.0046124771950035014
264,0.004978071232348107,0.002791584440765945,0.0040139971319865615
265,0.002935797243682324,0.005221650017291249,0.0031515683684306467
266,0.004987723233367918,0.0030419297978708463,0.0046621148259953045
267,0.0024338761674037547,0.006108243818719332,0.002863155279450763
268,0.0025802305728203044,0.00251266724631076,0.003282149991543588
269,0.005822519399774003,0.0030568012465580835,0.00571103755925414
270,0.004541119208343801,0.0025045671741657847,0.005845266390682483
271,0.002893102923769788,0.0030319543779662355,0.0028412261092250353
272,0.0033101811693520946,0.004263271118053101,0.004032271804119248
273,0.00492955831954595,0.003849039592465835,0.006190254462950096
274,0.0036071894568914104,0.0015075272927102287,0.004903087781922906
275,0.0052886879662438655,0.003954094940288856,0.00521230214629428
276,0.0032722574774542,0.005771513534540369,0.00271325386689877
277,0.0036383050862735184,0.0027818647763346387,0.0029684501566494253
278,0.004719974767786784,0.0018024571050617873,0.005140943551677398
279,0.0026337770831282594,0.006388556237608514,0.002031860158912586
280,0.0028421542697184407,0.0029518801250688438,0.0027916890375070304
